title,price,rating,reviews,product_url,page_number,scraped_at
"realme narzo 100 Lite 5G (Frost Silver,4GB+64GB) | 7000mAh Titan Battery | 4 Years, Zero Lag | 144 Hz Ultra Smooth Display | 6 nm Octa-core 5G Chipset | Color Pop Design | VC Cooling","15,499",4.0 out of 5 stars,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNDY1NDgzNjM2NzMxNzgyOjE3ODU3ODQ3OTg6c3BfYXRmX25leHQ6MzAxMTc3Mjc4NDE3ODMyOjowOjo&url=%2Frealme-7000mAh-Battery-Display-Octa-core%2Fdp%2FB0GTRXVQ8N%2Fref%3Dsr_1_82_sspa%3Fdib%3DeyJ2IjoiMSJ9.klS9iuhEKwOjjbhqJki-ljoNrc_tB7cmgrCi6OIGRZPAqNIPFjnOidloRnd-6rk3EV_SiKtcVnLHGiN0D8pKk4byXcMaNEfVeF0JCtOniWzCdxLvrXMb831zVxPYn24kQ9TWbXf2VhT4MfpmzRDfXjKbYngt09X0DjSI1BvEC4gLVaxn3fn_ga0Q9KuAo3kJqkhkHadd0pIeetsyjVt_UH2Ks7W7slaFnnqULBV_2oY.mHpZF9u04eyZ4z26qot2-c6Ig1Mh_AZSxN5-lsDWcsE%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1785784798%26sr%3D8-82-spons%26aref%3DswRID01xcX%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=swRID01xcX&sp_cr=ZAZ,6,2026-08-04 00:50:06.566638
OnePlus N6 | 6GB+128GB | Midnight Green | Segment's Biggest 8000mAh Battery | Segment's Fastest 45W Charging | 60-Month Smoothness | Smooth 120Hz Display | 50MP Camera | Military-Grade Durability,"24,999",3.7 out of 5 stars,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNDY1NDgzNjM2NzMxNzgyOjE3ODU3ODQ3OTg6c3BfYXRmX25leHQ6MzAxMTgyMzUwODIxMTMyOjowOjo&url=%2FOnePlus-Midnight-Smoothness-Military-Grade-Durability%2Fdp%2FB0H3LKPC2K%2Fref%3Dsr_1_83_sspa%3Fdib%3DeyJ2IjoiMSJ9.klS9iuhEKwOjjbhqJki-ljoNrc_tB7cmgrCi6OIGRZPAqNIPFjnOidloRnd-6rk3EV_SiKtcVnLHGiN0D8pKk4byXcMaNEfVeF0JCtOniWzCdxLvrXMb831zVxPYn24kQ9TWbXf2VhT4MfpmzRDfXjKbYngt09X0DjSI1BvEC4gLVaxn3fn_ga0Q9KuAo3kJqkhkHadd0pIeetsyjVt_UH2Ks7W7slaFnnqULBV_2oY.mHpZF9u04eyZ4z26qot2-c6Ig1Mh_AZSxN5-lsDWcsE%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1785784798%26sr%3D8-83-spons%26aref%3DItCwAODIKi%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=ItCwAODIKi&sp_cr=ZAZ,6,2026-08-04 00:50:06.569181
"iQOO 15R (Triumph Silver, 12GB RAM, 512GB Storage) | Snapdragon® 8 Gen 5 Processor | India’s Slimmest Smartphone in 7600mAh Battery* | Segment's Most Stable 144FPS Gaming*","61,999",4.2 out of 5 stars,,https://www.amazon.in/iQOO-Snapdragon%C2%AE-Processor-Slimmest-Smartphone/dp/B0GL8B68FP/ref=sr_1_84?dib=eyJ2IjoiMSJ9.klS9iuhEKwOjjbhqJki-ljoNrc_tB7cmgrCi6OIGRZPAqNIPFjnOidloRnd-6rk3EV_SiKtcVnLHGiN0D8pKk4byXcMaNEfVeF0JCtOniWzCdxLvrXMb831zVxPYn24kQ9TWbXf2VhT4MfpmzRDfXjKbYngt09X0DjSI1BvEC4gLVaxn3fn_ga0Q9KuAo3kJqkhkHadd0pIeetsyjVt_UH2Ks7W7slaFnnqULBV_2oY.mHpZF9u04eyZ4z26qot2-c6Ig1Mh_AZSxN5-lsDWcsE&dib_tag=se&keywords=phones&qid=1785784798&sr=8-84,6,2026-08-04 00:50:06.570933
"Google Pixel 10a 5G (Fog, 8GB RAM, 256GB Storage)",,4.4 out of 5 stars,,https://www.amazon.in/Google-Pixel-10a-256GB-Storage/dp/B0GP8SY9MB/ref=sr_1_85?dib=eyJ2IjoiMSJ9.klS9iuhEKwOjjbhqJki-ljoNrc_tB7cmgrCi6OIGRZPAqNIPFjnOidloRnd-6rk3EV_SiKtcVnLHGiN0D8pKk4byXcMaNEfVeF0JCtOniWzCdxLvrXMb831zVxPYn24kQ9TWbXf2VhT4MfpmzRDfXjKbYngt09X0DjSI1BvEC4gLVaxn3fn_ga0Q9KuAo3kJqkhkHadd0pIeetsyjVt_UH2Ks7W7slaFnnqULBV_2oY.mHpZF9u04eyZ4z26qot2-c6Ig1Mh_AZSxN5-lsDWcsE&dib_tag=se&keywords=phones&qid=1785784798&sr=8-85,6,2026-08-04 00:50:06.573008
"OnePlus Nord CE6 | 8GB+128GB | Pitch Black | Snapdragon 7s Gen 4 | Segment's Fastest Touch Response | 8000mAh Battery | 144Hz 1.5K AMOLED Display | 50MP Main + 32MP Selfie 4K Cameras | IP66,68,69,69K","35,999",4.3 out of 5 stars,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNDY1NDgzNjM2NzMxNzgyOjE3ODU3ODQ3OTg6c3BfbXRmOjMwMTA4MDgyMzc1MDczMjo6MDo6&url=%2FOnePlus-Snapdragon-Segments-Fastest-Response%2Fdp%2FB0GWLHVJRH%2Fref%3Dsr_1_86_sspa%3Fdib%3DeyJ2IjoiMSJ9.klS9iuhEKwOjjbhqJki-ljoNrc_tB7cmgrCi6OIGRZPAqNIPFjnOidloRnd-6rk3EV_SiKtcVnLHGiN0D8pKk4byXcMaNEfVeF0JCtOniWzCdxLvrXMb831zVxPYn24kQ9TWbXf2VhT4MfpmzRDfXjKbYngt09X0DjSI1BvEC4gLVaxn3fn_ga0Q9KuAo3kJqkhkHadd0pIeetsyjVt_UH2Ks7W7slaFnnqULBV_2oY.mHpZF9u04eyZ4z26qot2-c6Ig1Mh_AZSxN5-lsDWcsE%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1785784798%26sr%3D8-86-spons%26aref%3DVsoL3wyW8C%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=VsoL3wyW8C&sp_cr=ZAZ,6,2026-08-04 00:50:06.574801
"realme NARZO 90x 5G (Flash Blue 2026, 6GB+128GB) | 7000mAh + 60W Biggest Battery & Fastest Charging in the Segment* | 144Hz Bright Display | Sony 50MP AI Rear Camera | 400% Ultra Boom Speaker","19,499",4.2 out of 5 stars,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNDY1NDgzNjM2NzMxNzgyOjE3ODU3ODQ3OTg6c3BfbXRmOjMwMTE0NzQ4MDU2MzMzMjo6MDo6&url=%2Frealme-7000mAh-Biggest-Battery-Charging%2Fdp%2FB0GZGBXWJZ%2Fref%3Dsr_1_87_sspa%3Fdib%3DeyJ2IjoiMSJ9.klS9iuhEKwOjjbhqJki-ljoNrc_tB7cmgrCi6OIGRZPAqNIPFjnOidloRnd-6rk3EV_SiKtcVnLHGiN0D8pKk4byXcMaNEfVeF0JCtOniWzCdxLvrXMb831zVxPYn24kQ9TWbXf2VhT4MfpmzRDfXjKbYngt09X0DjSI1BvEC4gLVaxn3fn_ga0Q9KuAo3kJqkhkHadd0pIeetsyjVt_UH2Ks7W7slaFnnqULBV_2oY.mHpZF9u04eyZ4z26qot2-c6Ig1Mh_AZSxN5-lsDWcsE%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1785784798%26sr%3D8-87-spons%26aref%3DpBhiezTmgX%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=pBhiezTmgX&sp_cr=ZAZ,6,2026-08-04 00:50:06.576581
"Samsung Galaxy Z Fold7 5G Mobile with Galaxy AI (JetBlack, 12GB RAM, 256GB Storage), Ultra Sleek Design with 200MP Camera, Ultra-Smooth Gaming with Powerful Snapdragon 8 Elite, Google Gemini","1,74,999",4.4 out of 5 stars,,https://www.amazon.in/Samsung-Smartphone-JetBlack-Powerful-Snapdragon/dp/B0FDL5K6SV/ref=sr_1_88?dib=eyJ2IjoiMSJ9.klS9iuhEKwOjjbhqJki-ljoNrc_tB7cmgrCi6OIGRZPAqNIPFjnOidloRnd-6rk3EV_SiKtcVnLHGiN0D8pKk4byXcMaNEfVeF0JCtOniWzCdxLvrXMb831zVxPYn24kQ9TWbXf2VhT4MfpmzRDfXjKbYngt09X0DjSI1BvEC4gLVaxn3fn_ga0Q9KuAo3kJqkhkHadd0pIeetsyjVt_UH2Ks7W7slaFnnqULBV_2oY.mHpZF9u04eyZ4z26qot2-c6Ig1Mh_AZSxN5-lsDWcsE&dib_tag=se&keywords=phones&qid=1785784798&sr=8-88,6,2026-08-04 00:50:06.578013
"POCO M7 Plus 5G, Chrome Silver (4GB, 128GB)","16,990",2.6 out of 5 stars,,https://www.amazon.in/POCO-M7-Plus-5G-Chrome/dp/B0FV2Q4ZGP/ref=sr_1_89?dib=eyJ2IjoiMSJ9.klS9iuhEKwOjjbhqJki-ljoNrc_tB7cmgrCi6OIGRZPAqNIPFjnOidloRnd-6rk3EV_SiKtcVnLHGiN0D8pKk4byXcMaNEfVeF0JCtOniWzCdxLvrXMb831zVxPYn24kQ9TWbXf2VhT4MfpmzRDfXjKbYngt09X0DjSI1BvEC4gLVaxn3fn_ga0Q9KuAo3kJqkhkHadd0pIeetsyjVt_UH2Ks7W7slaFnnqULBV_2oY.mHpZF9u04eyZ4z26qot2-c6Ig1Mh_AZSxN5-lsDWcsE&dib_tag=se&keywords=phones&qid=1785784798&sr=8-89,6,2026-08-04 00:50:06.579300
"realme NARZO 100x 5G (Flash Orange,6GB+128GB) | Biggest 8000mAh Battery | 45W Fast Charge | 144Hz, 1200nits Bright Display | 7 Years Battery Health | Military-Grade Resistance | 48-Month Fluency","22,499",,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNDY1NDgzNjM2NzMxNzgyOjE3ODU3ODQ3OTg6c3BfbXRmOjMwMTIxNTI2ODgyMjczMjo6MDo6&url=%2Frealme-1200nits-Military-Grade-Resistance-48-Month%2Fdp%2FB0H339SP81%2Fref%3Dsr_1_90_sspa%3Fdib%3DeyJ2IjoiMSJ9.klS9iuhEKwOjjbhqJki-ljoNrc_tB7cmgrCi6OIGRZPAqNIPFjnOidloRnd-6rk3EV_SiKtcVnLHGiN0D8pKk4byXcMaNEfVeF0JCtOniWzCdxLvrXMb831zVxPYn24kQ9TWbXf2VhT4MfpmzRDfXjKbYngt09X0DjSI1BvEC4gLVaxn3fn_ga0Q9KuAo3kJqkhkHadd0pIeetsyjVt_UH2Ks7W7slaFnnqULBV_2oY.mHpZF9u04eyZ4z26qot2-c6Ig1Mh_AZSxN5-lsDWcsE%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1785784798%26sr%3D8-90-spons%26aref%3DFU1v5ZrgfV%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=FU1v5ZrgfV&sp_cr=ZAZ,6,2026-08-04 00:50:06.581366
OnePlus Nord 6 | 8GB+256GB | Quick Silver | Snapdragon 8s Gen 4 | Segment's First Stable 165FPS Gaming | Segment's Largest 9000mAh Battery | Most Complete IP Rating | Personalized AI,"44,999",4.3 out of 5 stars,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNDY1NDgzNjM2NzMxNzgyOjE3ODU3ODQ3OTg6c3BfbXRmOjMwMTAyNzE3MTMyNDczMjo6MDo6&url=%2FOnePlus-Snapdragon-Segments-Complete-Personalized%2Fdp%2FB0GRB5C1HW%2Fref%3Dsr_1_91_sspa%3Fdib%3DeyJ2IjoiMSJ9.klS9iuhEKwOjjbhqJki-ljoNrc_tB7cmgrCi6OIGRZPAqNIPFjnOidloRnd-6rk3EV_SiKtcVnLHGiN0D8pKk4byXcMaNEfVeF0JCtOniWzCdxLvrXMb831zVxPYn24kQ9TWbXf2VhT4MfpmzRDfXjKbYngt09X0DjSI1BvEC4gLVaxn3fn_ga0Q9KuAo3kJqkhkHadd0pIeetsyjVt_UH2Ks7W7slaFnnqULBV_2oY.mHpZF9u04eyZ4z26qot2-c6Ig1Mh_AZSxN5-lsDWcsE%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1785784798%26sr%3D8-91-spons%26aref%3DwhMP9nbcIj%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=whMP9nbcIj&sp_cr=ZAZ,6,2026-08-04 00:50:06.583165
Motorola All-New A100 Single Sim keypad Phone | 2 Years Replacement | Long Lasting Battery | Loud Sound | Wireless FM | (Blue),"1,022",3.6 out of 5 stars,,https://www.amazon.in/Motorola-All-New-A100-Replacement-Wireless/dp/B0G38MGN8L/ref=sr_1_92?dib=eyJ2IjoiMSJ9.klS9iuhEKwOjjbhqJki-ljoNrc_tB7cmgrCi6OIGRZPAqNIPFjnOidloRnd-6rk3EV_SiKtcVnLHGiN0D8pKk4byXcMaNEfVeF0JCtOniWzCdxLvrXMb831zVxPYn24kQ9TWbXf2VhT4MfpmzRDfXjKbYngt09X0DjSI1BvEC4gLVaxn3fn_ga0Q9KuAo3kJqkhkHadd0pIeetsyjVt_UH2Ks7W7slaFnnqULBV_2oY.mHpZF9u04eyZ4z26qot2-c6Ig1Mh_AZSxN5-lsDWcsE&dib_tag=se&keywords=phones&qid=1785784798&sr=8-92,6,2026-08-04 00:50:06.584833
"Samsung Galaxy F06 5G, Bahama Blue (4GB, 128GB)","14,479",3.9 out of 5 stars,Get it faster,https://www.amazon.in/Samsung-Galaxy-Bahama-Blue-128GB/dp/B0DYP4NYYJ/ref=sr_1_93_mod_primary_new?dib=eyJ2IjoiMSJ9.klS9iuhEKwOjjbhqJki-ljoNrc_tB7cmgrCi6OIGRZPAqNIPFjnOidloRnd-6rk3EV_SiKtcVnLHGiN0D8pKk4byXcMaNEfVeF0JCtOniWzCdxLvrXMb831zVxPYn24kQ9TWbXf2VhT4MfpmzRDfXjKbYngt09X0DjSI1BvEC4gLVaxn3fn_ga0Q9KuAo3kJqkhkHadd0pIeetsyjVt_UH2Ks7W7slaFnnqULBV_2oY.mHpZF9u04eyZ4z26qot2-c6Ig1Mh_AZSxN5-lsDWcsE&dib_tag=se&keywords=phones&qid=1785784798&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-93,6,2026-08-04 00:50:06.587602
"realme NARZO 80 Lite 4G (Obsidian Black 2026, 4GB+64GB) | 6300mAh Segment's Biggest Battery | 7.94mm Slim Design | 300% Ultra Volume | Pulse Light: 9 Colors, 5 Glow Modes | Ai Assist","12,999",4.1 out of 5 stars,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNDY1NDgzNjM2NzMxNzgyOjE3ODU3ODQ3OTg6c3BfbXRmOjMwMTE3NzQxMTAxNjUzMjo6MDo6&url=%2Frealme-Obsidian-6300mAh-Segments-Biggest%2Fdp%2FB0H1BMBX9R%2Fref%3Dsr_1_94_sspa%3Fdib%3DeyJ2IjoiMSJ9.klS9iuhEKwOjjbhqJki-ljoNrc_tB7cmgrCi6OIGRZPAqNIPFjnOidloRnd-6rk3EV_SiKtcVnLHGiN0D8pKk4byXcMaNEfVeF0JCtOniWzCdxLvrXMb831zVxPYn24kQ9TWbXf2VhT4MfpmzRDfXjKbYngt09X0DjSI1BvEC4gLVaxn3fn_ga0Q9KuAo3kJqkhkHadd0pIeetsyjVt_UH2Ks7W7slaFnnqULBV_2oY.mHpZF9u04eyZ4z26qot2-c6Ig1Mh_AZSxN5-lsDWcsE%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1785784798%26sr%3D8-94-spons%26aref%3Dr1HdwBF4JU%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=r1HdwBF4JU&sp_cr=ZAZ,6,2026-08-04 00:50:06.589845
OnePlus 15R | 16GB+512GB | Charcoal Black | World's First Snapdragon® 8 Gen 5 | 7400mAh Battery | Personalised AI | Game-Changing 165Hz Display | IP68 IP69 IP66 & IP69K | 4K 120fps Video,"66,999",4.3 out of 5 stars,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNDY1NDgzNjM2NzMxNzgyOjE3ODU3ODQ3OTg6c3BfbXRmOjMwMTE2NDQwMzE0OTEzMjo6MDo6&url=%2FOnePlus-Charcoal-Snapdragon%25C2%25AE-Personalised-Game-Changing%2Fdp%2FB0H3KBZ4J9%2Fref%3Dsr_1_95_sspa%3Fdib%3DeyJ2IjoiMSJ9.klS9iuhEKwOjjbhqJki-ljoNrc_tB7cmgrCi6OIGRZPAqNIPFjnOidloRnd-6rk3EV_SiKtcVnLHGiN0D8pKk4byXcMaNEfVeF0JCtOniWzCdxLvrXMb831zVxPYn24kQ9TWbXf2VhT4MfpmzRDfXjKbYngt09X0DjSI1BvEC4gLVaxn3fn_ga0Q9KuAo3kJqkhkHadd0pIeetsyjVt_UH2Ks7W7slaFnnqULBV_2oY.mHpZF9u04eyZ4z26qot2-c6Ig1Mh_AZSxN5-lsDWcsE%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1785784798%26sr%3D8-95-spons%26aref%3DSsSAnh0KgA%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=SsSAnh0KgA&sp_cr=ZAZ,6,2026-08-04 00:50:06.591643
"realme 16T 5G Smartphone 8000mAh Batterya 45W Fast Charge, 8GB RAM 256GB ROM, 6.8 inch 144Hz Display, 50mp AI Rear Camera, MediaTek Dimensity 6300 Chipset, Android 16, IP69 Pro Starlight Black","30,999",4.1 out of 5 stars,,https://www.amazon.in/realme-Smartphone-Batterya-Dimensity-Starlight/dp/B0H25DBN21/ref=sr_1_96?dib=eyJ2IjoiMSJ9.klS9iuhEKwOjjbhqJki-ljoNrc_tB7cmgrCi6OIGRZPAqNIPFjnOidloRnd-6rk3EV_SiKtcVnLHGiN0D8pKk4byXcMaNEfVeF0JCtOniWzCdxLvrXMb831zVxPYn24kQ9TWbXf2VhT4MfpmzRDfXjKbYngt09X0DjSI1BvEC4gLVaxn3fn_ga0Q9KuAo3kJqkhkHadd0pIeetsyjVt_UH2Ks7W7slaFnnqULBV_2oY.mHpZF9u04eyZ4z26qot2-c6Ig1Mh_AZSxN5-lsDWcsE&dib_tag=se&keywords=phones&qid=1785784798&sr=8-96,6,2026-08-04 00:50:06.593243
"OPPO Reno15 Pro Mini 5G Smartphone 12+512GB White | 6.05-inch 120Hz AMOLED, 6200mAh Battery, 80W Fast Charging, 50MP & 200MP AI Camera, MediaTek Dimensity 8450 Platform, IP69","64,999",4.5 out of 5 stars,,https://www.amazon.in/OPPO-Reno15-Smartphone-512GB-White/dp/B0GVNDH4W5/ref=sr_1_97?dib=eyJ2IjoiMSJ9.klS9iuhEKwOjjbhqJki-ljoNrc_tB7cmgrCi6OIGRZPAqNIPFjnOidloRnd-6rk3EV_SiKtcVnLHGiN0D8pKk4byXcMaNEfVeF0JCtOniWzCdxLvrXMb831zVxPYn24kQ9TWbXf2VhT4MfpmzRDfXjKbYngt09X0DjSI1BvEC4gLVaxn3fn_ga0Q9KuAo3kJqkhkHadd0pIeetsyjVt_UH2Ks7W7slaFnnqULBV_2oY.mHpZF9u04eyZ4z26qot2-c6Ig1Mh_AZSxN5-lsDWcsE&dib_tag=se&keywords=phones&qid=1785784798&sr=8-97,6,2026-08-04 00:50:06.594585
"Samsung Galaxy S26 Plus 5G (Black, 12GB RAM, 512GB Storage), AI Phone, Photo Assist, Creative Studio, 50MP Camera, 4900mAh Battery and Super Fast Wireless Charging","1,14,999",4.0 out of 5 stars,,https://www.amazon.in/Samsung-Storage-Creative-Wireless-Charging/dp/B0GL8J486T/ref=sr_1_98?dib=eyJ2IjoiMSJ9.klS9iuhEKwOjjbhqJki-ljoNrc_tB7cmgrCi6OIGRZPAqNIPFjnOidloRnd-6rk3EV_SiKtcVnLHGiN0D8pKk4byXcMaNEfVeF0JCtOniWzCdxLvrXMb831zVxPYn24kQ9TWbXf2VhT4MfpmzRDfXjKbYngt09X0DjSI1BvEC4gLVaxn3fn_ga0Q9KuAo3kJqkhkHadd0pIeetsyjVt_UH2Ks7W7slaFnnqULBV_2oY.mHpZF9u04eyZ4z26qot2-c6Ig1Mh_AZSxN5-lsDWcsE&dib_tag=se&keywords=phones&qid=1785784798&sr=8-98,6,2026-08-04 00:50:06.596365
Pro -Honor 20-4.5 INCH Display 4G Smartphone with 4 GB RAM & 32 GB Storage (Expandable up to 128GB) | Dual SIM | 2000mAh Battery | Type-C Charging | Android 14 | (Color as per Stock),"5,250",1.0 out of 5 stars,,https://www.amazon.in/Pro-Display-Smartphone-Expandable-Charging/dp/B0GRVJW7X2/ref=sr_1_99?dib=eyJ2IjoiMSJ9.klS9iuhEKwOjjbhqJki-ljoNrc_tB7cmgrCi6OIGRZPAqNIPFjnOidloRnd-6rk3EV_SiKtcVnLHGiN0D8pKk4byXcMaNEfVeF0JCtOniWzCdxLvrXMb831zVxPYn24kQ9TWbXf2VhT4MfpmzRDfXjKbYngt09X0DjSI1BvEC4gLVaxn3fn_ga0Q9KuAo3kJqkhkHadd0pIeetsyjVt_UH2Ks7W7slaFnnqULBV_2oY.mHpZF9u04eyZ4z26qot2-c6Ig1Mh_AZSxN5-lsDWcsE&dib_tag=se&keywords=phones&qid=1785784798&sr=8-99,6,2026-08-04 00:50:06.597807
"Oppo Reno15Pro mini 5G (Cocoa Brown, 12GB RAM, 512GB Storage) with No Cost EMI/Additional Exchange Offers","64,999",4.5 out of 5 stars,,https://www.amazon.in/Reno15Pro-Storage-Additional-Exchange-Offers/dp/B0G8YCBWV9/ref=sr_1_100?dib=eyJ2IjoiMSJ9.klS9iuhEKwOjjbhqJki-ljoNrc_tB7cmgrCi6OIGRZPAqNIPFjnOidloRnd-6rk3EV_SiKtcVnLHGiN0D8pKk4byXcMaNEfVeF0JCtOniWzCdxLvrXMb831zVxPYn24kQ9TWbXf2VhT4MfpmzRDfXjKbYngt09X0DjSI1BvEC4gLVaxn3fn_ga0Q9KuAo3kJqkhkHadd0pIeetsyjVt_UH2Ks7W7slaFnnqULBV_2oY.mHpZF9u04eyZ4z26qot2-c6Ig1Mh_AZSxN5-lsDWcsE&dib_tag=se&keywords=phones&qid=1785784798&sr=8-100,6,2026-08-04 00:50:06.599449
"OPPO K14x 5G Smartphone, Prism Violet, 4GB RAM, 128GB Storage","17,999",4.0 out of 5 stars,Get it faster,https://www.amazon.in/OPPO-Smartphone-Prism-Violet-Storage/dp/B0GPDK4MMN/ref=sr_1_101_mod_primary_new?dib=eyJ2IjoiMSJ9.klS9iuhEKwOjjbhqJki-ljoNrc_tB7cmgrCi6OIGRZPAqNIPFjnOidloRnd-6rk3EV_SiKtcVnLHGiN0D8pKk4byXcMaNEfVeF0JCtOniWzCdxLvrXMb831zVxPYn24kQ9TWbXf2VhT4MfpmzRDfXjKbYngt09X0DjSI1BvEC4gLVaxn3fn_ga0Q9KuAo3kJqkhkHadd0pIeetsyjVt_UH2Ks7W7slaFnnqULBV_2oY.mHpZF9u04eyZ4z26qot2-c6Ig1Mh_AZSxN5-lsDWcsE&dib_tag=se&keywords=phones&qid=1785784798&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-101,6,2026-08-04 00:50:06.600888
"Samsung Galaxy Z Flip7 FE 5G Smartphone with Galaxy AI (White, 8GB RAM, 256GB Storage), Ultra Sleek Compact Design, 50MP High-Resolution FlexCam, Long-Lasting 4000 mAh Battery, All-new One UI 8","81,000",4.4 out of 5 stars,,https://www.amazon.in/Samsung-Smartphone-Storage-High-Resolution-Long-Lasting/dp/B0FDL5FSVD/ref=sr_1_102?dib=eyJ2IjoiMSJ9.klS9iuhEKwOjjbhqJki-ljoNrc_tB7cmgrCi6OIGRZPAqNIPFjnOidloRnd-6rk3EV_SiKtcVnLHGiN0D8pKk4byXcMaNEfVeF0JCtOniWzCdxLvrXMb831zVxPYn24kQ9TWbXf2VhT4MfpmzRDfXjKbYngt09X0DjSI1BvEC4gLVaxn3fn_ga0Q9KuAo3kJqkhkHadd0pIeetsyjVt_UH2Ks7W7slaFnnqULBV_2oY.mHpZF9u04eyZ4z26qot2-c6Ig1Mh_AZSxN5-lsDWcsE&dib_tag=se&keywords=phones&qid=1785784798&sr=8-102,6,2026-08-04 00:50:06.603664
"Lava Agni 4 5G (8GB RAM, 256GB Storage, Phantom Black) | Metal Body | MTK Dimensity 8350 Processor (1.4Mn+ Antutu) | 1.5K AMOLED Display | 50MP OIS Camera | LPDDR5X RAM | UFS 4.0 | 4K@ 60fps | Vayu AI","27,999",4.3 out of 5 stars,,https://www.amazon.in/Lava-Storage-Phantom-Dimensity-Processor/dp/B0FT3J2W97/ref=sr_1_103?dib=eyJ2IjoiMSJ9.klS9iuhEKwOjjbhqJki-ljoNrc_tB7cmgrCi6OIGRZPAqNIPFjnOidloRnd-6rk3EV_SiKtcVnLHGiN0D8pKk4byXcMaNEfVeF0JCtOniWzCdxLvrXMb831zVxPYn24kQ9TWbXf2VhT4MfpmzRDfXjKbYngt09X0DjSI1BvEC4gLVaxn3fn_ga0Q9KuAo3kJqkhkHadd0pIeetsyjVt_UH2Ks7W7slaFnnqULBV_2oY.mHpZF9u04eyZ4z26qot2-c6Ig1Mh_AZSxN5-lsDWcsE&dib_tag=se&keywords=phones&qid=1785784798&sr=8-103,6,2026-08-04 00:50:06.605969
"Apple iPhone Air 256 GB: Thinnest iPhone Ever, 16.63 cm (6.5″) Display with Promotion up to 120Hz, Powerful A19 Pro Chip, Center Stage Front Camera, All-Day Battery Life; Light Gold","96,900",4.5 out of 5 stars,,https://www.amazon.in/iPhone-Air-256-GB-Promotion/dp/B0FQFTV1NP/ref=sr_1_104?dib=eyJ2IjoiMSJ9.klS9iuhEKwOjjbhqJki-ljoNrc_tB7cmgrCi6OIGRZPAqNIPFjnOidloRnd-6rk3EV_SiKtcVnLHGiN0D8pKk4byXcMaNEfVeF0JCtOniWzCdxLvrXMb831zVxPYn24kQ9TWbXf2VhT4MfpmzRDfXjKbYngt09X0DjSI1BvEC4gLVaxn3fn_ga0Q9KuAo3kJqkhkHadd0pIeetsyjVt_UH2Ks7W7slaFnnqULBV_2oY.mHpZF9u04eyZ4z26qot2-c6Ig1Mh_AZSxN5-lsDWcsE&dib_tag=se&keywords=phones&qid=1785784798&sr=8-104,6,2026-08-04 00:50:06.607841
"iQOO Z11x 5G (Prismatic Green, 6GB RAM, 128 GB Storage) | Dimensity 7400-Turbo Processor | 7200 mAh Battery | 4K Video Recording Front & Back | IP68 & IP69+ | Powered by OriginOS 6","24,999",4.1 out of 5 stars,,https://www.amazon.in/iQOO-Prismatic-Dimensity-7400-Turbo-Processor/dp/B0GP7LM2LN/ref=sr_1_105?dib=eyJ2IjoiMSJ9.klS9iuhEKwOjjbhqJki-ljoNrc_tB7cmgrCi6OIGRZPAqNIPFjnOidloRnd-6rk3EV_SiKtcVnLHGiN0D8pKk4byXcMaNEfVeF0JCtOniWzCdxLvrXMb831zVxPYn24kQ9TWbXf2VhT4MfpmzRDfXjKbYngt09X0DjSI1BvEC4gLVaxn3fn_ga0Q9KuAo3kJqkhkHadd0pIeetsyjVt_UH2Ks7W7slaFnnqULBV_2oY.mHpZF9u04eyZ4z26qot2-c6Ig1Mh_AZSxN5-lsDWcsE&dib_tag=se&keywords=phones&qid=1785784798&sr=8-105,6,2026-08-04 00:50:06.609685
